rank,username,ptcg_id,area,points
1,Kenny,tw98425963,新竹縣,288pt
2,Brendan_Chen,tw71161900,臺北市,275pt
3,Giraffe,tw82494238,臺北市,273pt
4,Ashton_Chen,tw46877625,臺北市,270pt
5,BensonChang,tw82755386,新北市,234pt
6,Ivan-Shark,tw03538932,臺南市,225pt
7,K.K_Yuhung,tw54152249,高雄市,220pt
8,Bubbletea,tw84778743,臺北市,213pt
9,fan,tw61881775,彰化縣,202pt
10,Hank,tw86591343,新竹市,199pt
11,Leroy,tw71688252,新北市,181pt
12,Haocho,tw19067728,臺南市,179pt
13,WEI,tw05738879,新北市,174pt
14,KoU_Ray,tw77919530,臺中市,171pt
15,Tobby,tw08952821,新竹市,170pt
16,Yule,tw64474352,高雄市,160pt
17,KoU.Yiva,tw48375877,臺中市,158pt
18,Hsi,tw37208259,臺北市,145pt
19,KoU_CH,tw09658991,臺中市,141pt
20,Kaikaiwang,tw06034751,臺北市,135pt
21,Klefki_Alice1023,tw69121729,高雄市,132pt
22,Roy,tw13995413,新北市,128pt
23,Dean,tw74390718,新北市,125pt
24,Kouichi,tw98358576,彰化縣,124pt
25,Wynne,tw82272345,高雄市,122pt
26,Curry,tw78758706,新北市,115pt
26,Momotaro,tw69197193,臺北市,115pt
28,Andrew,tw39371632,臺南市,106pt
28,tony,tw82928313,高雄市,106pt
30,Owen,tw66972389,新北市,105pt
31,Tristan,tw48530621,臺北市,104pt
32,YOYOCHIANG,tw12891908,臺北市,96pt
33,BlackStorm,tw74352344,桃園市,92pt
34,Audi,tw50268688,新北市,89pt
35,AlanDuh,tw42163963,臺南市,87pt
35,Tim,tw52228600,新竹市,87pt
37,Tina,tw65988397,臺中市,85pt
38,Ander,tw66387397,臺北市,80pt
38,PikaYen,tw10834493,臺北市,80pt
40,Eason,tw03333214,高雄市,79pt
40,TG_Darren,tw67458411,新北市,79pt
42,Nemo,tw86826208,臺北市,75pt
42,Randy,tw25007020,桃園市,75pt
44,YuCheng,tw60634955,高雄市,74pt
45,Yen,tw22756831,新北市,68pt
46,Lion,tw26801592,新竹縣,61pt
47,Bevis,tw63041398,臺北市,60pt
48,Haha,tw69416767,高雄市,59pt
49,Sonic,tw89224755,新竹縣,56pt
50,Frank,tw12320398,桃園市,55pt
50,JeremyPeng,tw73935880,苗栗縣,55pt
52,Lucas,tw76445156,基隆市,53pt
53,Chen-hsiao-yang,tw68355833,臺南市,52pt
54,Harry,tw34662212,臺南市,50pt
55,Kai,tw25321756,新竹市,48pt
56,Ivy,tw88916703,臺中市,47pt
57,Cooper,tw00440397,新北市,45pt
58,LAIYUYU,tw36652243,桃園市,40pt
58,Rex,tw38788190,彰化縣,40pt
60,Andric,tw40365551,臺北市,35pt
60,BOBOKING,tw39719937,臺北市,35pt
60,Jimmy,tw58925393,臺北市,35pt
63,JinYi,tw95074743,新北市,34pt
63,MIA,tw62394804,臺南市,34pt
63,Oliver,tw85693137,彰化縣,34pt
66,Winnie,tw23137545,新竹市,33pt
67,AlanJiang,tw77684021,新北市,30pt
67,Billy,tw44472901,高雄市,30pt
67,HarryChen,tw67765608,臺北市,30pt
67,JSC,tw48538169,臺北市,30pt
67,Jimmy,tw88584663,苗栗縣,30pt
67,chihua,tw02907113,新北市,30pt
73,ChloeLiu,tw72278781,桃園市,29pt
73,JEFF-DDDD,tw09068225,臺中市,29pt
75,MysteriousM0314,tw06221510,臺北市,26pt
75,芃芃,tw32711938,高雄市,26pt
77,Big3_Anders,tw49924330,臺中市,25pt
77,Eddie,tw14386391,桃園市,25pt
77,Kys0n31,tw65932690,臺北市,25pt
77,RockYao,tw68417234,臺北市,25pt
77,Shin0919,tw65912070,新北市,25pt
77,Timmy,tw14794857,桃園市,25pt
77,^=^,tw67831953,桃園市,25pt
77,max,tw18767712,臺中市,25pt
77,wei,tw41862913,雲林縣,25pt
86,Chiara,tw15384084,新北市,23pt
86,Yuan,tw06637395,新北市,23pt
88,Kobe,tw05857437,新北市,21pt
89,Amber17,tw02765494,新北市,20pt
89,BST Richard,tw07494906,臺中市,20pt
89,Cynthia122,tw13046045,新竹縣,20pt
89,Eason,tw80481404,高雄市,20pt
89,Esther,tw78207749,臺北市,20pt
89,Manson,tw47765933,新北市,20pt
89,Mara,tw42816284,高雄市,20pt
89,Mi9mimi9,tw04866459,彰化縣,20pt
89,Miles,tw33000082,臺北市,20pt
89,Tung,tw21443160,新竹市,20pt
89,WalkingRock,tw54942718,臺北市,20pt
89,Yustina,tw10112482,新北市,20pt
89,蔡仲稦,tw89832715,桃園市,20pt
102,Diego_Chang,tw19962622,桃園市,19pt
102,Ze,tw78454431,臺中市,19pt
104,Duke,tw59699947,臺北市,16pt
104,Ollie,tw55813053,桃園市,16pt
106,Addison,tw38874392,臺中市,15pt
106,Albert,tw86130021,彰化縣,15pt
106,Bonjour,tw09395817,新北市,15pt
106,Chi,tw99857258,宜蘭縣,15pt
106,Cindy,tw07103027,新北市,15pt
106,HERO,tw13886746,新北市,15pt
106,Handsome_Elmo,tw24866240,高雄市,15pt
106,Jaden,tw75543412,新北市,15pt
106,Jeff,tw64123148,彰化縣,15pt
106,Kebbi,tw39637174,桃園市,15pt
106,Max,tw06634632,臺北市,15pt
106,Max0918,tw42005868,臺南市,15pt
106,Mia,tw52212483,彰化縣,15pt
106,Nash,tw35077402,新竹市,15pt
106,QQ,tw35923025,臺南市,15pt
106,RHCHANG,tw61342334,新竹市,15pt
106,Raymond,tw94758573,新北市,15pt
106,Ryder,tw65758855,新北市,15pt
106,SmallJay,tw58297741,屏東縣,15pt
106,Tim,tw52890746,高雄市,15pt
106,VicHu,tw52539551,臺北市,15pt
106,eddiechuang,tw00624922,臺北市,15pt
128,Andy,tw42516222,新北市,14pt
129,Roise,tw95273659,新北市,13pt
130,Adam,tw40727736,臺北市,10pt
130,Ariel,tw07200032,高雄市,10pt
130,Bohan,tw28239982,臺北市,10pt
130,Bosh,tw92114726,高雄市,10pt
130,CurryHsu,tw02633302,桃園市,10pt
130,Evan-panda,tw01602665,臺北市,10pt
130,JasonCheng,tw42256001,新北市,10pt
130,Jayden,tw49525131,臺北市,10pt
130,Jerry,tw28581277,新北市,10pt
130,Jessie,tw48498418,臺北市,10pt
130,Jimmy,tw92190914,桃園市,10pt
130,Joeyku,tw44561682,新北市,10pt
130,Ken_LI,tw98375206,新北市,10pt
130,Liam,tw86544614,桃園市,10pt
130,OP-GuYouCheng,tw70992269,臺中市,10pt
130,Oscar,tw90174716,新北市,10pt
130,RayLo,tw11863950,臺北市,10pt
130,Rex,tw98146359,新北市,10pt
130,Richardlin,tw79839806,臺北市,10pt
130,Rick,tw67514618,新北市,10pt
130,Ryan,tw02583881,新北市,10pt
130,WenJin,tw80794690,桃園市,10pt
130,cl0324,tw02787975,桃園市,10pt
130,seanhh1006,tw35923132,臺北市,10pt
154,Bruce,tw65586414,苗栗縣,9pt
154,POPOLink,tw08948324,新北市,9pt
156,Adrien,tw28078413,新北市,8pt
156,Daniel,tw43951645,臺南市,8pt
156,Klefki_Evan,tw58170732,高雄市,8pt
156,Leo,tw82777276,苗栗縣,8pt
156,TG_Eugenia,tw72949917,臺北市,8pt
156,Zoey_Fan,tw21246501,新北市,8pt
162,SuJi,tw72375538,高雄市,7pt
162,Vic,tw56703325,新北市,7pt
164,Charles,tw71355273,苗栗縣,6pt
164,Freddy,tw63803647,高雄市,6pt
164,Li,tw55474671,臺南市,6pt
164,Louis,tw39037279,嘉義市,6pt
164,Ming,tw53095361,高雄市,6pt
164,bibiliou1106,tw80050703,高雄市,6pt
164,則則,tw46778389,高雄市,6pt
171,Aaron,tw45872304,新北市,5pt
171,Andrew,tw91728744,高雄市,5pt
171,Austin0120,tw50551352,桃園市,5pt
171,BST_Liam,tw51976601,臺中市,5pt
171,Brian,tw42668876,新北市,5pt
171,Darren-Monkey,tw53737347,宜蘭縣,5pt
171,Devin,tw14109317,臺北市,5pt
171,EricSu,tw36230915,新竹縣,5pt
171,Gary2017,tw64960649,新北市,5pt
171,Hank,tw59589233,新北市,5pt
171,Hank,tw17473021,臺中市,5pt
171,Ian,tw25712407,桃園市,5pt
171,Jack,tw41895447,桃園市,5pt
171,Ling0222,tw92537962,彰化縣,5pt
171,Lucas,tw93186349,新北市,5pt
171,Luzia,tw07841936,桃園市,5pt
171,OP_Amber,tw97154037,臺中市,5pt
171,OP_BENSON,tw77088088,苗栗縣,5pt
171,Owen,tw63137219,臺北市,5pt
171,Pattywu,tw90858467,臺中市,5pt
171,Ponyo,tw55552824,新北市,5pt
171,Rex,tw03798354,新北市,5pt
171,Robert,tw82644400,新北市,5pt
171,Sam,tw25513412,宜蘭縣,5pt
171,TG_Yule,tw04925681,臺中市,5pt
171,Tommy0125,tw29555686,新北市,5pt
171,Will,tw91149697,臺北市,5pt
171,Yu,tw58745749,高雄市,5pt
171,Zion,tw42397162,新北市,5pt
171,andy0518,tw18947254,新北市,5pt
171,dondon1017,tw94468423,新北市,5pt
171,elio,tw13385115,臺中市,5pt
171,harper,tw85968628,臺北市,5pt
204,Ben0104,tw49350731,彰化縣,4pt
204,Charizard,tw27301563,臺南市,4pt
204,Chiara,tw44446459,新北市,4pt
204,Christina,tw91114690,臺中市,4pt
204,Claire,tw87312651,苗栗縣,4pt
204,Leo,tw01111702,臺中市,4pt
204,Maxtsao2017,tw74970005,臺中市,4pt
204,Monkey-boy,tw58929225,高雄市,4pt
204,Morpeko,tw90786092,臺北市,4pt
204,Nemo,tw27928464,臺南市,4pt
204,RyanUr,tw75760219,彰化縣,4pt
204,YUTZUCHUN,tw11586070,臺北市,4pt
216,Casey,tw95217273,臺南市,3pt
216,Gaga,tw78560483,臺北市,3pt
218,********************,tw73733824,臺南市,0pt
218,********************,tw90804846,高雄市,0pt
218,007,tw72008579,桃園市,0pt
218,410,tw78831210,臺北市,0pt
218,500,tw29979802,桃園市,0pt
218,20151005001,tw92539805,苗栗縣,0pt
218,@Hower,tw83249375,高雄市,0pt
218,A107343686,tw80669380,屏東縣,0pt
218,AAOA,tw10149794,臺中市,0pt
218,ALLEN03176922,tw31328173,臺北市,0pt
218,ANDY,tw21962415,新北市,0pt
218,Aa1014,tw20997286,屏東縣,0pt
218,Aaron,tw30547134,臺北市,0pt
218,AaronChen,tw87786791,新竹縣,0pt
218,Abby,tw63503878,桃園市,0pt
218,Abubu,tw63652660,新竹縣,0pt
218,Ace,tw94835821,基隆市,0pt
218,Adam,tw94161499,桃園市,0pt
218,Adem,tw39158973,新竹縣,0pt
218,Aerith,tw69774476,新竹市,0pt
218,Aiden,tw36758652,臺北市,0pt
218,Aix,tw83709077,新北市,0pt
218,Ajiang,tw10437106,新竹縣,0pt
218,Alan1126,tw15165847,高雄市,0pt
218,Albert,tw61655586,高雄市,0pt
218,Alisa,tw99770826,彰化縣,0pt
218,Alison,tw63300150,桃園市,0pt
218,Allen,tw43708137,高雄市,0pt
218,Allen,tw95996047,高雄市,0pt
218,Alston,tw39746201,桃園市,0pt
218,Alston,tw88955558,臺中市,0pt
218,Alvis,tw96797685,高雄市,0pt
218,Amanda,tw19963605,新北市,0pt
218,Amo,tw14711518,高雄市,0pt
218,An0208,tw89645111,屏東縣,0pt
218,Anber,tw68930381,臺中市,0pt
218,Anderson,tw04520367,新竹市,0pt
218,Andrew,tw03016894,臺北市,0pt
218,AndyTT,tw59077725,高雄市,0pt
218,Apache,tw69916924,新北市,0pt
218,Ari,tw69234704,臺北市,0pt
218,Ariel1128,tw59559247,新北市,0pt
218,B.S.T Hiro,tw64038007,臺中市,0pt
218,BST-Wimi,tw13165108,臺中市,0pt
218,BST_Winston,tw21561947,臺中市,0pt
218,BallBall,tw04290509,臺南市,0pt
218,Bearhuang01,tw59932079,新北市,0pt
218,Ben,tw10603639,彰化縣,0pt
218,Ben,tw85143398,新北市,0pt
218,Ben,tw53499789,臺北市,0pt
218,Benjamin,tw06198131,新北市,0pt
218,Benjamin,tw25167742,臺北市,0pt
218,Benny,tw09573043,新北市,0pt
218,Benny,tw30149588,臺中市,0pt
218,Benson,tw53082926,臺中市,0pt
218,Benson,tw24176995,臺北市,0pt
218,Birdy,tw65107115,桃園市,0pt
218,Brian,tw21302583,彰化縣,0pt
218,Brian,tw39171885,臺中市,0pt
218,Bright,tw12155269,桃園市,0pt
218,Brock0501,tw63617314,高雄市,0pt
218,Brolyou,tw63331658,高雄市,0pt
218,BuBu,tw13380713,新北市,0pt
218,CATSTAR,tw10984717,新北市,0pt
218,CHENCHEN,tw63007000,新北市,0pt
218,CHINGCHU,tw74834256,桃園市,0pt
218,CODY,tw82674376,新北市,0pt
218,CYS777,tw60076016,苗栗縣,0pt
218,Caesar,tw16356327,新北市,0pt
218,Carly,tw71538181,新竹市,0pt
218,CarterHsu,tw59356681,臺中市,0pt
218,Catboss,tw30352379,高雄市,0pt
218,Caty,tw88883410,嘉義縣,0pt
218,CcCcCc,tw46645471,新北市,0pt
218,Chance,tw51964903,基隆市,0pt
218,Chandler,tw80972698,新北市,0pt
218,Char1120,tw74905288,臺南市,0pt
218,Charlie,tw98403682,臺北市,0pt
218,CharlieC,tw76438841,高雄市,0pt
218,Chen-hsiao-lu,tw43724313,臺南市,0pt
218,ChengFeng,tw91832860,高雄市,0pt
218,Chester,tw75265013,雲林縣,0pt
218,Chi,tw85540066,新北市,0pt
218,Chin,tw87891110,高雄市,0pt
218,Chris,tw35622829,新北市,0pt
218,Chris,tw70079797,高雄市,0pt
218,Clayton,tw79968805,高雄市,0pt
218,Colin_H,tw81103300,臺南市,0pt
218,Connor,tw08761642,臺北市,0pt
218,Cort,tw86906617,新北市,0pt
218,DUNCAN,tw43735908,新北市,0pt
218,Dada,tw69035917,桃園市,0pt
218,Damon,tw61573942,新北市,0pt
218,Darcy,tw06703131,桃園市,0pt
218,Darren,tw55370103,基隆市,0pt
218,Darren,tw85259334,新北市,0pt
218,Darren,tw62463648,新北市,0pt
218,David,tw89591201,彰化縣,0pt
218,Dino,tw52313759,新北市,0pt
218,Dom,tw51222111,苗栗縣,0pt
218,Dora,tw54428794,桃園市,0pt
218,DragonTai,tw08703678,桃園市,0pt
218,Dustin,tw42484676,臺北市,0pt
218,Dylan,tw54580127,新竹縣,0pt
218,EASON,tw71384081,臺北市,0pt
218,EDDIE,tw35736449,臺中市,0pt
218,EJhappy,tw41869820,新竹縣,0pt
218,ENYUN,tw45064771,臺北市,0pt
218,ESKO,tw85135259,高雄市,0pt
218,ETHAN,tw43235202,新北市,0pt
218,Each,tw49506962,臺北市,0pt
218,Eason,tw67868562,新竹縣,0pt
218,Eason,tw72740783,臺南市,0pt
218,EasonWest,tw65726372,臺北市,0pt
218,Eason_mori,tw43594615,臺南市,0pt
218,Eddie,tw83119817,新北市,0pt
218,Edward,tw96006069,新北市,0pt
218,Edward,tw95084853,臺南市,0pt
218,Edwin,tw43317463,臺北市,0pt
218,Elmo$?,tw68238948,高雄市,0pt
218,Elsa,tw66357714,臺北市,0pt
218,Ema,tw58008525,高雄市,0pt
218,Emily,tw59978398,臺中市,0pt
218,Emma,tw59827090,新北市,0pt
218,Ena_Fan,tw65187155,新北市,0pt
218,Enping,tw54461786,臺北市,0pt
218,Eric,tw37692474,彰化縣,0pt
218,Eric,tw44562572,桃園市,0pt
218,Ericyi,tw65952377,南投縣,0pt
218,EstherPinko,tw93772052,臺中市,0pt
218,Ethan,tw87520683,新北市,0pt
218,Ethan,tw43757053,桃園市,0pt
218,Ethan0702,tw81836542,臺北市,0pt
218,Ethan_Wu,tw81240634,臺北市,0pt
218,EugeneChen,tw39737252,桃園市,0pt
218,EvAn,tw10443601,苗栗縣,0pt
218,Ewan1127,tw03800951,高雄市,0pt
218,FIFI,tw69303894,高雄市,0pt
218,Fanky,tw34297641,高雄市,0pt
218,Galen,tw56055649,高雄市,0pt
218,Gary,tw95484359,桃園市,0pt
218,Gary,tw22071324,桃園市,0pt
218,Grace,tw13308021,臺中市,0pt
218,HAOTING,tw76622951,高雄市,0pt
218,HAPPY,tw27039186,桃園市,0pt
218,HSIEHYUNCHU,tw16120388,臺中市,0pt
218,HUGO,tw00244458,桃園市,0pt
218,HaHa,tw30943815,新竹縣,0pt
218,Hamilton,tw87477790,高雄市,0pt
218,Han,tw81078109,高雄市,0pt
218,Han^^,tw18941589,新北市,0pt
218,Hank,tw88462401,新北市,0pt
218,Hankchen,tw35766555,臺北市,0pt
218,Hannah,tw38711491,新北市,0pt
218,Hardy,tw18343918,臺北市,0pt
218,Harry,tw18893262,臺中市,0pt
218,Hawk,tw77153350,基隆市,0pt
218,Henry,tw37153464,新北市,0pt
218,Henry,tw50243489,新竹市,0pt
218,Herson,tw48722414,高雄市,0pt
218,HoHo,tw98239528,臺北市,0pt
218,Howard,tw99118086,臺南市,0pt
218,Howard0517,tw97523709,新北市,0pt
218,Hsin,tw66518344,新北市,0pt
218,HsuYoYo,tw13538799,嘉義縣,0pt
218,Hsuan,tw38603513,彰化縣,0pt
218,Ian,tw46839836,新北市,0pt
218,Ian,tw02333006,臺北市,0pt
218,Ian,tw26592131,臺北市,0pt
218,Ian,tw88443275,臺北市,0pt
218,IanChu,tw17849731,桃園市,0pt
218,IanLan,tw16216211,新北市,0pt
218,IanLu,tw26709611,新北市,0pt
218,Ike,tw11135651,高雄市,0pt
218,Inene,tw42471010,高雄市,0pt
218,Isaac,tw05325053,桃園市,0pt
218,Isaac,tw41528837,臺北市,0pt
218,Isabella,tw68210121,新北市,0pt
218,Ivan,tw81165862,新北市,0pt
218,Ivan,tw73009604,新北市,0pt
218,JAY_WENG,tw95117832,新北市,0pt
218,JERRY1015,tw96566220,桃園市,0pt
218,JJ,tw91836958,臺北市,0pt
218,JOYCE,tw43203783,新北市,0pt
218,JSY,tw04948904,臺北市,0pt
218,Jack,tw00987405,新北市,0pt
218,Jackson,tw41404206,桃園市,0pt
218,Jackson0908,tw31583544,高雄市,0pt
218,Jade_Nian,tw70625632,臺北市,0pt
218,James,tw07431675,新北市,0pt
218,James,tw61751563,臺中市,0pt
218,James,tw68001090,高雄市,0pt
218,Jamie,tw16525402,臺北市,0pt
218,JamieChuang,tw35393687,新竹市,0pt
218,Jamison,tw46087704,宜蘭縣,0pt
218,Jasper,tw09160306,新北市,0pt
218,JasperHo,tw45284866,新竹市,0pt
218,Jay,tw67674606,新北市,0pt
218,Jay,tw94202069,新竹市,0pt
218,Jay,tw33527915,高雄市,0pt
218,Jeremy,tw45737253,新北市,0pt
218,Jeremy,tw73301852,新竹市,0pt
218,Jerry,tw31605066,雲林縣,0pt
218,Jessie,tw17186684,新竹市,0pt
218,Jett,tw41153137,新北市,0pt
218,Jiayi,tw17559512,臺北市,0pt
218,Jimmy,tw88941070,新北市,0pt
218,Jimmy,tw33027113,高雄市,0pt
218,JimmyWu,tw14448913,新竹市,0pt
218,Johan,tw89017562,高雄市,0pt
218,Joseph,tw53429128,彰化縣,0pt
218,Jumping,tw40531482,新北市,0pt
218,Junior,tw70076947,桃園市,0pt
218,KAI,tw01014849,新北市,0pt
218,KAI,tw01420318,新北市,0pt
218,KD,tw20890965,臺北市,0pt
218,KK,tw56351610,臺北市,0pt
218,Kai,tw71396702,臺中市,0pt
218,Kai,tw19709119,臺北市,0pt
218,Kailun,tw90583339,高雄市,0pt
218,Kainu,tw13453876,桃園市,0pt
218,Karen,tw54780572,雲林縣,0pt
218,Kasper,tw00725092,臺北市,0pt
218,Kelly,tw26308001,臺南市,0pt
218,Ken,tw31938723,臺中市,0pt
218,Ken,tw40151732,臺北市,0pt
218,Kent,tw38300662,新北市,0pt
218,Kent,tw24147094,高雄市,0pt
218,Kerwin,tw12872946,臺北市,0pt
218,Kevin,tw25423981,基隆市,0pt
218,Kevin,tw07351529,新竹縣,0pt
218,Kitty,tw74391632,臺北市,0pt
218,Kyle,tw84886893,宜蘭縣,0pt
218,Kyle,tw75053390,臺北市,0pt
218,LAIRUIEN,tw78494100,新北市,0pt
218,LI-HO,tw74972714,新北市,0pt
218,LUKA,tw50862692,高雄市,0pt
218,Lala,tw01630016,新北市,0pt
218,Leo,tw15840367,新北市,0pt
218,Leo,tw49242729,新北市,0pt
218,Leo,tw86398471,新北市,0pt
218,Leo,tw83959755,新竹縣,0pt
218,Leo,tw29362526,臺中市,0pt
218,Leo,tw87298067,高雄市,0pt
218,LeoTung,tw18550460,屏東縣,0pt
218,Leonard,tw36318694,新北市,0pt
218,Leonard,tw75805836,新北市,0pt
218,Lessie,tw93538561,新北市,0pt
218,Lester,tw22254647,彰化縣,0pt
218,Lewis,tw85115912,高雄市,0pt
218,Li100,tw36804145,高雄市,0pt
218,Liam,tw74670311,新北市,0pt
218,Liam,tw96043150,新北市,0pt
218,Lichi,tw63573547,桃園市,0pt
218,Light,tw67886542,基隆市,0pt
218,Lightning,tw67963923,新北市,0pt
218,Lily,tw79730420,桃園市,0pt
218,Lily-Lin,tw84259095,臺中市,0pt
218,LinKe,tw15677260,桃園市,0pt
218,Lintong,tw44990733,臺中市,0pt
218,Lion,tw27052255,高雄市,0pt
218,Logan,tw25646909,新竹市,0pt
218,LongLong,tw94856709,臺北市,0pt
218,Lucagaga,tw00291694,高雄市,0pt
218,Lucas,tw18981220,臺北市,0pt
218,Luka,tw98478191,新北市,0pt
218,Luke,tw81081532,新北市,0pt
218,Lumi1109,tw61274898,新北市,0pt
218,MARSLIAO,tw92170104,新北市,0pt
218,MAX,tw43421887,臺北市,0pt
218,MIA,tw81941730,臺中市,0pt
218,Mai,tw19737012,新北市,0pt
218,Manson,tw85271765,新竹縣,0pt
218,Mareep,tw48336261,桃園市,0pt
218,Mario,tw49935831,基隆市,0pt
218,Mark,tw99102955,新北市,0pt
218,Mars,tw81823566,桃園市,0pt
218,Martin,tw63964791,臺中市,0pt
218,Matt,tw08624670,雲林縣,0pt
218,Max,tw16188645,臺北市,0pt
218,Max,tw65866331,臺北市,0pt
218,Max,tw34639519,高雄市,0pt
218,Max0611,tw68273572,新北市,0pt
218,Megan,tw39778238,新北市,0pt
218,Mia,tw05560504,臺北市,0pt
218,Michael,tw90100028,臺北市,0pt
218,Mickey,tw27616531,臺北市,0pt
218,Mike,tw79952467,宜蘭縣,0pt
218,Miles,tw73516405,臺中市,0pt
218,Millson,tw02867487,彰化縣,0pt
218,Ming,tw30204893,新北市,0pt
218,MinnieJR,tw34190189,臺北市,0pt
218,MoMo,tw75459672,高雄市,0pt
218,MojitoTai,tw30443070,桃園市,0pt
218,Molly,tw31560032,新北市,0pt
218,Molly,tw59024991,臺北市,0pt
218,Momo,tw65739902,新北市,0pt
218,Monkey,tw15216000,臺南市,0pt
218,Mountain0613,tw03577317,基隆市,0pt
218,Murphy,tw59235676,新北市,0pt
218,Nana,tw48143401,彰化縣,0pt
218,Neil,tw96894411,高雄市,0pt
218,Nemo,tw99012551,臺北市,0pt
218,Neo,tw20330503,臺北市,0pt
218,NiShuLa,tw51795134,新北市,0pt
218,Nick,tw77892771,臺北市,0pt
218,Nick,tw79237929,高雄市,0pt
218,Nicky,tw90431417,新北市,0pt
218,Nika,tw69124505,臺北市,0pt
