rank,username,ptcg_id,area,points
1,K.K_Yuhung,tw54152249,高雄市,380pt
2,Giraffe,tw82494238,臺北市,350pt
3,Kenny,tw98425963,新竹縣,305pt
4,Ashton_Chen,tw46877625,臺北市,300pt
4,BensonChang,tw82755386,新北市,300pt
6,Brendan_Chen,tw71161900,臺北市,295pt
7,Hank,tw86591343,新竹市,240pt
8,Ivan-Shark,tw03538932,臺南市,235pt
9,fan,tw61881775,彰化縣,230pt
10,Bubbletea,tw84778743,臺北市,225pt
11,Roy,tw13995413,新北市,224pt
12,tony,tw82928313,高雄市,221pt
13,Hsi,tw37208259,臺北市,215pt
14,Haocho,tw19067728,臺南市,207pt
15,Leroy,tw71688252,新北市,206pt
16,Dean,tw74390718,新北市,200pt
17,KoU_Ray,tw77919530,臺中市,195pt
17,Yule,tw64474352,高雄市,195pt
19,Klefki_Alice1023,tw69121729,高雄市,192pt
20,WEI,tw05738879,新北市,188pt
21,Tristan,tw48530621,臺北市,180pt
22,Kaikaiwang,tw06034751,臺北市,175pt
23,KoU.Yiva,tw48375877,臺中市,170pt
23,Tobby,tw08952821,新竹市,170pt
25,Curry,tw78758706,新北市,165pt
26,Andrew,tw39371632,臺南市,163pt
27,Momotaro,tw69197193,臺北市,155pt
28,KoU_CH,tw09658991,臺中市,150pt
29,Wynne,tw82272345,高雄市,145pt
30,Kouichi,tw98358576,彰化縣,139pt
31,Tina,tw65988397,臺中市,135pt
32,AlanDuh,tw42163963,臺南市,130pt
33,BlackStorm,tw74352344,桃園市,127pt
34,Yuan,tw06637395,新北市,123pt
35,Owen,tw66972389,新北市,120pt
36,Ben,tw49350731,彰化縣,119pt
37,Randy,tw25007020,桃園市,116pt
38,YOYOCHIANG,tw12891908,臺北市,115pt
39,Tim,tw52228600,新竹市,112pt
40,Yen,tw22756831,新北市,109pt
41,Billy,tw44472901,高雄市,107pt
42,Bevis,tw63041398,臺北市,106pt
43,Ander,tw66387397,臺北市,95pt
44,Nemo,tw86826208,臺北市,91pt
45,AlanJiang,tw77684021,新北市,90pt
46,Audi,tw50268688,新北市,89pt
46,Lucas,tw76445156,基隆市,89pt
46,TG_Darren,tw67458411,新北市,89pt
49,Eason,tw03333214,高雄市,87pt
50,Sonic,tw89224755,新竹縣,83pt
51,JeremyPeng,tw73935880,苗栗縣,81pt
52,Frank,tw12320398,桃園市,80pt
52,PikaYen,tw10834493,臺北市,80pt
54,Haha,tw69416767,高雄市,79pt
55,YuCheng,tw60634955,高雄市,78pt
56,Lion,tw26801592,新竹縣,73pt
57,chihua,tw02907113,新北市,70pt
58,Chen-hsiao-yang,tw68355833,臺南市,62pt
59,Rex,tw38788190,彰化縣,55pt
60,LAIYUYU,tw36652243,桃園市,53pt
61,Andric,tw40365551,臺北市,50pt
61,BOBOKING,tw39719937,臺北市,50pt
61,Harry,tw34662212,臺南市,50pt
61,Kys0n31,tw65932690,臺北市,50pt
61,Mia,tw52212483,彰化縣,50pt
66,Bosh,tw92114726,高雄市,49pt
67,Kai,tw25321756,新竹市,48pt
67,Tim,tw52890746,高雄市,48pt
69,Ivy,tw88916703,臺中市,47pt
70,Cooper,tw00440397,新北市,45pt
70,HarryChen,tw67765608,臺北市,45pt
72,Roise,tw95273659,新北市,44pt
73,Yustina,tw10112482,新北市,41pt
74,Miles,tw33000082,臺北市,40pt
75,ChloeLiu,tw72278781,桃園市,39pt
76,JSC,tw48538169,臺北市,36pt
77,Eason,tw80481404,高雄市,35pt
77,Jimmy,tw58925393,臺北市,35pt
79,MIA,tw62394804,臺南市,34pt
79,Oliver,tw85693137,彰化縣,34pt
79,VicHu,tw52539551,臺北市,34pt
82,Diego_Chang,tw19962622,桃園市,33pt
82,JEFF-DDDD,tw09068225,臺中市,33pt
82,Winnie,tw23137545,新竹市,33pt
85,Amber17,tw02765494,新北市,30pt
85,Jimmy,tw88584663,苗栗縣,30pt
85,JinYi,tw95074743,新北市,30pt
85,Manson,tw47765933,新北市,30pt
85,Tung,tw21443160,新竹市,30pt
90,bibiliou1106,tw80050703,高雄市,27pt
91,Duke,tw59699947,臺北市,26pt
91,MysteriousM0314,tw06221510,臺北市,26pt
91,芃芃,tw32711938,高雄市,26pt
94,Big3_Anders,tw49924330,臺中市,25pt
94,Bonjour,tw09395817,新北市,25pt
94,Eddie,tw14386391,桃園市,25pt
94,Jaden,tw75543412,新北市,25pt
94,Jayden,tw49525131,臺北市,25pt
94,Liam,tw86544614,桃園市,25pt
94,Luzia,tw07841936,桃園市,25pt
94,RockYao,tw68417234,臺北市,25pt
94,Ryan,tw02583881,新北市,25pt
94,Shin0919,tw65912070,新北市,25pt
94,Timmy,tw14794857,桃園市,25pt
94,^=^,tw67831953,桃園市,25pt
94,max,tw18767712,臺中市,25pt
94,wei,tw41862913,雲林縣,25pt
108,Benny,tw30149588,臺中市,23pt
108,ROY,tw88140982,臺中市,23pt
110,Kobe,tw05857437,新北市,21pt
111,BST Richard,tw07494906,臺中市,20pt
111,BST_Winston,tw21561947,臺中市,20pt
111,Cynthia122,tw13046045,新竹縣,20pt
111,Esther,tw78207749,臺北市,20pt
111,JeremyLu,tw63611451,新北市,20pt
111,Mara,tw42816284,高雄市,20pt
111,Mi9mimi9,tw04866459,彰化縣,20pt
111,Ollie,tw40588548,新北市,20pt
111,WalkingRock,tw54942718,臺北市,20pt
111,蔡仲稦,tw89832715,桃園市,20pt
121,Chiara,tw15384084,新北市,19pt
121,Morpeko,tw90786092,臺北市,19pt
121,POPOLink,tw08948324,新北市,19pt
121,Ze,tw78454431,臺中市,19pt
125,Ollie,tw55813053,桃園市,16pt
126,Addison,tw38874392,臺中市,15pt
126,Albert,tw86130021,彰化縣,15pt
126,Benjamin,tw06198131,新北市,15pt
126,Chi,tw99857258,宜蘭縣,15pt
126,Cindy,tw07103027,新北市,15pt
126,HERO,tw13886746,新北市,15pt
126,Handsome_Elmo,tw24866240,高雄市,15pt
126,Jeff,tw64123148,彰化縣,15pt
126,Kebbi,tw39637174,桃園市,15pt
126,Linus,tw13023402,臺北市,15pt
126,Max,tw06634632,臺北市,15pt
126,Max0918,tw42005868,臺南市,15pt
126,Musk,tw03623052,新北市,15pt
126,Nash,tw35077402,新竹市,15pt
126,PokemonPTCGP,tw38378986,新北市,15pt
126,QQ,tw35923025,臺南市,15pt
126,RHCHANG,tw61342334,新竹市,15pt
126,Raymond,tw94758573,新北市,15pt
126,Ryder,tw65758855,新北市,15pt
126,SmallJay,tw58297741,屏東縣,15pt
126,eddiechuang,tw00624922,臺北市,15pt
147,Andy,tw42516222,新北市,14pt
148,Ming,tw53095361,高雄市,12pt
149,Brian,tw42668876,新北市,11pt
150,Adam,tw40727736,臺北市,10pt
150,Ariel,tw07200032,高雄市,10pt
150,Bohan,tw28239982,臺北市,10pt
150,CurryHsu,tw02633302,桃園市,10pt
150,Evan-panda,tw01602665,臺北市,10pt
150,IanChu,tw17849731,桃園市,10pt
150,JasonCheng,tw42256001,新北市,10pt
150,Jerry,tw28581277,新北市,10pt
150,Jessie,tw48498418,臺北市,10pt
150,Jimmy,tw92190914,桃園市,10pt
150,Joeyku,tw44561682,新北市,10pt
150,Ken_LI,tw98375206,新北市,10pt
150,Lester,tw22254647,彰化縣,10pt
150,OP-GuYouCheng,tw70992269,臺中市,10pt
150,Oscar,tw90174716,新北市,10pt
150,RayHsu,tw48444075,新北市,10pt
150,RayLo,tw11863950,臺北市,10pt
150,Rex,tw98146359,新北市,10pt
150,RexTsao,tw96773257,桃園市,10pt
150,Richardlin,tw79839806,臺北市,10pt
150,Rick,tw67514618,新北市,10pt
150,"WANG,PIN-JUI",tw89242970,新北市,10pt
150,WenJin,tw80794690,桃園市,10pt
150,cl0324,tw02787975,桃園市,10pt
150,seanhh1006,tw35923132,臺北市,10pt
175,Bruce,tw65586414,苗栗縣,9pt
175,OP_Amber,tw97154037,臺中市,9pt
177,Adrien,tw28078413,新北市,8pt
177,Daniel,tw43951645,臺南市,8pt
177,Eugenia,tw72949917,臺北市,8pt
177,Klefki_Evan,tw58170732,高雄市,8pt
177,Leo,tw82777276,苗栗縣,8pt
177,Zoey_Fan,tw21246501,新北市,8pt
183,SuJi,tw72375538,高雄市,7pt
183,Vic,tw56703325,新北市,7pt
185,CarterHsu,tw59356681,臺中市,6pt
185,Charles,tw71355273,苗栗縣,6pt
185,Freddy,tw63803647,高雄市,6pt
185,Joseph,tw53429128,彰化縣,6pt
185,Li,tw55474671,臺南市,6pt
185,Louis,tw39037279,嘉義市,6pt
185,Matthew,tw13004657,高雄市,6pt
185,Ziyu,tw24353338,南投縣,6pt
185,則則,tw46778389,高雄市,6pt
194,Aaron,tw45872304,新北市,5pt
194,Andrew,tw91728744,高雄市,5pt
194,Austin0120,tw50551352,桃園市,5pt
194,BST_Liam,tw51976601,臺中市,5pt
194,Darren-Monkey,tw53737347,宜蘭縣,5pt
194,Devin,tw14109317,臺北市,5pt
194,EricSu,tw36230915,新竹縣,5pt
194,Gary2017,tw64960649,新北市,5pt
194,Hank,tw59589233,新北市,5pt
194,Hank,tw17473021,臺中市,5pt
194,Ian,tw25712407,桃園市,5pt
194,Jack,tw41895447,桃園市,5pt
194,Ling0222,tw92537962,彰化縣,5pt
194,Lucas,tw93186349,新北市,5pt
194,OP_BENSON,tw77088088,苗栗縣,5pt
194,Owen,tw63137219,臺北市,5pt
194,Pattywu,tw90858467,臺中市,5pt
194,Ponyo,tw55552824,新北市,5pt
194,Rex,tw03798354,新北市,5pt
194,Robert,tw82644400,新北市,5pt
194,Sam,tw25513412,宜蘭縣,5pt
194,TG_Yule,tw04925681,臺中市,5pt
194,Tommy0125,tw29555686,新北市,5pt
194,Will,tw91149697,臺北市,5pt
194,Yu,tw58745749,高雄市,5pt
194,Zion,tw42397162,新北市,5pt
194,andy0518,tw18947254,新北市,5pt
194,dondon1017,tw94468423,新北市,5pt
194,elio,tw13385115,臺中市,5pt
194,harper,tw85968628,臺北市,5pt
224,Charizard,tw27301563,臺南市,4pt
224,Chiara,tw44446459,新北市,4pt
224,Christina,tw91114690,臺中市,4pt
224,Claire,tw87312651,苗栗縣,4pt
224,Leo,tw01111702,臺中市,4pt
224,Maxtsao2017,tw74970005,臺中市,4pt
224,Nemo,tw27928464,臺南市,4pt
224,RyanUr,tw75760219,彰化縣,4pt
224,Woody,tw17216363,高雄市,4pt
224,YUTZUCHUN,tw11586070,臺北市,4pt
224,didiliou0812,tw94807838,高雄市,4pt
235,Casey,tw95217273,臺南市,3pt
235,Gaga,tw78560483,臺北市,3pt
235,MIA,tw81941730,臺中市,3pt
238,********************,tw73733824,臺南市,0pt
238,********************,tw58929225,高雄市,0pt
238,********************,tw90804846,高雄市,0pt
238,007,tw72008579,桃園市,0pt
238,410,tw78831210,臺北市,0pt
238,500,tw29979802,桃園市,0pt
238,20151005001,tw92539805,苗栗縣,0pt
238,@Hower,tw83249375,高雄市,0pt
238,A107343686,tw80669380,屏東縣,0pt
238,AAOA,tw10149794,臺中市,0pt
238,ALLEN03176922,tw31328173,臺北市,0pt
238,ANDY,tw21962415,新北市,0pt
238,Aa1014,tw20997286,屏東縣,0pt
238,Aaron,tw30547134,臺北市,0pt
238,AaronChen,tw87786791,新竹縣,0pt
238,Abby,tw63503878,桃園市,0pt
238,Abby,tw83642164,桃園市,0pt
238,Abubu,tw63652660,新竹縣,0pt
238,Ace,tw94835821,基隆市,0pt
238,Adam,tw94161499,桃園市,0pt
238,Adem,tw39158973,新竹縣,0pt
238,Aerith,tw69774476,新竹市,0pt
238,Aiden,tw36758652,臺北市,0pt
238,Aix,tw83709077,新北市,0pt
238,Ajiang,tw10437106,新竹縣,0pt
238,Alan1126,tw15165847,高雄市,0pt
238,Albert,tw61655586,高雄市,0pt
238,Alisa,tw99770826,彰化縣,0pt
238,Alison,tw63300150,桃園市,0pt
238,Allen,tw43708137,高雄市,0pt
238,Allen,tw95996047,高雄市,0pt
238,Alston,tw39746201,桃園市,0pt
238,Alston,tw88955558,臺中市,0pt
238,Alvis,tw96797685,高雄市,0pt
238,Amanda,tw19963605,新北市,0pt
238,Amo,tw14711518,高雄市,0pt
238,An0208,tw89645111,屏東縣,0pt
238,Anber,tw68930381,臺中市,0pt
238,Anderson,tw04520367,新竹市,0pt
238,Andrew,tw14405544,臺北市,0pt
238,Andrew,tw03016894,臺北市,0pt
238,AndyTT,tw59077725,高雄市,0pt
238,Apache,tw69916924,新北市,0pt
238,Ari,tw69234704,臺北市,0pt
238,Ariel1128,tw59559247,新北市,0pt
238,B.S.T Hiro,tw64038007,臺中市,0pt
238,BST-Wimi,tw13165108,臺中市,0pt
238,BST_Rogerko,tw88480839,臺中市,0pt
238,BallBall,tw04290509,臺南市,0pt
238,Bearhuang01,tw59932079,新北市,0pt
238,Ben,tw10603639,彰化縣,0pt
238,Ben,tw85143398,新北市,0pt
238,Ben,tw53499789,臺北市,0pt
238,Benjamin,tw25167742,臺北市,0pt
238,Benny,tw09573043,新北市,0pt
238,Benson,tw53082926,臺中市,0pt
238,Benson,tw24176995,臺北市,0pt
238,Birdy,tw65107115,桃園市,0pt
238,Boteas,tw12114168,屏東縣,0pt
238,Brian,tw21302583,彰化縣,0pt
238,Brian,tw39171885,臺中市,0pt
238,Bright,tw12155269,桃園市,0pt
238,Brock0501,tw63617314,高雄市,0pt
238,Brolyou,tw63331658,高雄市,0pt
238,BuBu,tw13380713,新北市,0pt
238,CATSTAR,tw10984717,新北市,0pt
238,CHEN-CHEN,tw28641931,臺南市,0pt
238,CHENCHEN,tw63007000,新北市,0pt
238,CHINGCHU,tw74834256,桃園市,0pt
238,CODY,tw82674376,新北市,0pt
238,CYS777,tw60076016,苗栗縣,0pt
238,Caesar,tw16356327,新北市,0pt
