record_type,round,page_index,table_no,player_no,player_id,player_name,player_score,opponent_id,opponent_name,opponent_score,rank,total_score,omw_pct,wo_score,avomw_pct
round_pairing,Round 1,1,155,1,tw00026251,,,tw78866457,,,,,,,
round_pairing,Round 1,1,393,2,tw00106184,,,tw36747145,,,,,,,
round_pairing,Round 1,1,126,3,tw00114747,,,tw90996252,,,,,,,
round_pairing,Round 1,1,292,4,tw00162182,,,tw88117485,,,,,,,
round_pairing,Round 1,1,411,5,tw00181149,,,tw02597386,,,,,,,
round_pairing,Round 1,1,43,6,tw00387540,,,tw17003070,,,,,,,
round_pairing,Round 1,1,32,7,tw00531440,,,tw77606795,,,,,,,
round_pairing,Round 1,1,31,8,tw00572856,,,tw48294785,,,,,,,
round_pairing,Round 1,1,469,10,tw00787146,,,tw41523616,,,,,,,
round_pairing,Round 1,1,314,11,tw00831574,,,tw42455002,,,,,,,
round_pairing,Round 1,1,293,12,tw00918141,,,tw45371614,,,,,,,
round_pairing,Round 1,1,364,13,tw00968448,,,tw97370246,,,,,,,
round_pairing,Round 1,1,87,14,tw00976968,,,tw42204590,,,,,,,
round_pairing,Round 1,1,318,15,tw01014532,,,tw99241716,,,,,,,
round_pairing,Round 1,1,288,16,tw01024875,,,tw92986536,,,,,,,
round_pairing,Round 1,1,428,17,tw01150243,,,tw85060196,,,,,,,
round_pairing,Round 1,1,351,18,tw01478107,,,tw66588143,,,,,,,
round_pairing,Round 1,1,310,19,tw01909140,,,tw46002856,,,,,,,
round_pairing,Round 1,1,101,20,tw02002019,,,tw29121960,,,,,,,
round_pairing,Round 1,1,184,21,tw02105248,,,tw13624938,,,,,,,
round_pairing,Round 1,1,1,22,tw02172047,,,tw80521031,,,,,,,
round_pairing,Round 1,1,230,23,tw02211815,,,tw92466220,,,,,,,
round_pairing,Round 1,1,165,24,tw02559687,,,tw17401165,,,,,,,
round_pairing,Round 1,1,411,25,tw02597386,,,tw00181149,,,,,,,
round_pairing,Round 1,1,241,26,tw02826499,,,tw77877383,,,,,,,
round_pairing,Round 1,1,394,27,tw02856732,,,tw51147332,,,,,,,
round_pairing,Round 1,1,28,28,tw02920125,,,tw62529006,,,,,,,
round_pairing,Round 1,1,299,29,tw02991787,,,tw75091640,,,,,,,
round_pairing,Round 1,1,262,30,tw03094722,,,tw20835300,,,,,,,
round_pairing,Round 1,1,25,31,tw03168456,,,tw38703886,,,,,,,
round_pairing,Round 1,1,450,32,tw03193944,,,tw27419844,,,,,,,
round_pairing,Round 1,1,470,33,tw03226408,,,tw66992460,,,,,,,
round_pairing,Round 1,1,357,34,tw03376553,,,tw97807535,,,,,,,
round_pairing,Round 1,1,404,35,tw03469638,,,tw21922568,,,,,,,
round_pairing,Round 1,1,66,36,tw03472100,,,tw39185310,,,,,,,
round_pairing,Round 1,1,424,37,tw03539566,,,tw72174151,,,,,,,
round_pairing,Round 1,1,59,39,tw03610134,,,tw24261609,,,,,,,
round_pairing,Round 1,1,395,40,tw04057117,,,tw67759215,,,,,,,
round_pairing,Round 1,1,254,41,tw04057494,,,tw04156058,,,,,,,
round_pairing,Round 1,1,89,42,tw04061481,,,tw32240000,,,,,,,
round_pairing,Round 1,1,488,43,tw04086904,,,tw93529525,,,,,,,
round_pairing,Round 1,1,98,44,tw04119157,,,tw79411276,,,,,,,
round_pairing,Round 1,1,254,45,tw04156058,,,tw04057494,,,,,,,
round_pairing,Round 1,1,240,46,tw04255506,,,tw29731640,,,,,,,
round_pairing,Round 1,1,383,47,tw04457744,,,tw33785925,,,,,,,
round_pairing,Round 1,1,436,48,tw04461037,,,tw86700066,,,,,,,
round_pairing,Round 1,1,448,49,tw04552155,,,tw22529091,,,,,,,
round_pairing,Round 1,1,425,50,tw04566463,,,tw61986785,,,,,,,
round_pairing,Round 1,1,34,51,tw04713199,,,tw19393681,,,,,,,
round_pairing,Round 1,1,177,52,tw04797990,,,tw99008736,,,,,,,
round_pairing,Round 1,2,397,53,tw04959593,,,tw67665108,,,,,,,
round_pairing,Round 1,2,400,54,tw05130167,,,tw59548820,,,,,,,
round_pairing,Round 1,2,145,55,tw05182930,,,tw77928028,,,,,,,
round_pairing,Round 1,2,432,56,tw05197795,,,tw93076075,,,,,,,
