record_type,round,page_index,table_no,player_no,player_id,player_score,opponent_id,opponent_score,rank,total_score,omw_pct,wo_score,avomw_pct
round_pairing,Round 1,1,1,318,tw61583819,,tw75037148,,,,,,
round_pairing,Round 1,1,1,382,tw75037148,,tw61583819,,,,,,
round_pairing,Round 1,1,2,1251,Tw56605426,,tw16152234,,,,,,
round_pairing,Round 1,1,2,82,tw16152234,,Tw56605426,,,,,,
round_pairing,Round 1,1,3,1119,tw48509542,,tw47162546,,,,,,
round_pairing,Round 1,1,3,237,tw47162546,,tw48509542,,,,,,
round_pairing,Round 1,1,4,1639,tw18945085,,tw18358112,,,,,,
round_pairing,Round 1,1,4,93,tw18358112,,tw18945085,,,,,,
round_pairing,Round 1,1,5,18,tw02676259,,tw16179659,,,,,,
round_pairing,Round 1,1,5,83,tw16179659,,tw02676259,,,,,,
round_pairing,Round 1,1,6,1579,tw85899831,,tw52301948,,,,,,
round_pairing,Round 1,1,6,266,tw52301948,,tw85899831,,,,,,
round_pairing,Round 1,1,7,195,tw38743212,,tw66588143,,,,,,
round_pairing,Round 1,1,7,343,tw66588143,,tw38743212,,,,,,
round_pairing,Round 1,1,8,1408,tw87041836,,tw50055061,,,,,,
round_pairing,Round 1,1,8,256,tw50055061,,tw87041836,,,,,,
round_pairing,Round 1,1,9,265,tw52162016,,tw17203659,,,,,,
round_pairing,Round 1,1,9,87,tw17203659,,tw52162016,,,,,,
round_pairing,Round 1,1,10,255,tw49948301,,tw68088789,,,,,,
round_pairing,Round 1,1,10,354,tw68088789,,tw49948301,,,,,,
round_pairing,Round 1,1,11,1668,tw40338935,,tw86437657,,,,,,
round_pairing,Round 1,1,11,1967,tw86437657,,tw40338935,,,,,,
round_pairing,Round 1,1,12,206,tw41286139,,tw53723254,,,,,,
round_pairing,Round 1,1,12,276,tw53723254,,tw41286139,,,,,,
round_pairing,Round 1,1,13,1722,Tw91087660,,tw41073870,,,,,,
round_pairing,Round 1,1,13,205,tw41073870,,Tw91087660,,,,,,
round_pairing,Round 1,1,14,110,tw22741873,,tw75551324,,,,,,
round_pairing,Round 1,1,14,1201,tw75551324,,tw22741873,,,,,,
round_pairing,Round 1,1,15,1576,tw46455260,,tw10495514,,,,,,
round_pairing,Round 1,1,15,51,tw10495514,,tw46455260,,,,,,
round_pairing,Round 1,1,16,16,tw02537457,,tw96801156,,,,,,
round_pairing,Round 1,1,16,496,tw96801156,,tw02537457,,,,,,
round_pairing,Round 1,1,17,1112,tw57948434,,tw46020620,,,,,,
round_pairing,Round 1,1,17,227,tw46020620,,tw57948434,,,,,,
round_pairing,Round 1,1,18,1489,TW83055994,,tw62197981,,,,,,
round_pairing,Round 1,1,18,323,tw62197981,,TW83055994,,,,,,
round_pairing,Round 1,1,19,113,tw23209128,,tw35735135,,,,,,
round_pairing,Round 1,1,19,178,tw35735135,,tw23209128,,,,,,
round_pairing,Round 1,1,20,1909,tw07763902,,tw88843922,,,,,,
round_pairing,Round 1,1,20,451,tw88843922,,tw07763902,,,,,,
round_pairing,Round 1,1,21,396,tw77436563,,tw15456300,,,,,,
round_pairing,Round 1,1,21,77,tw15456300,,tw77436563,,,,,,
round_pairing,Round 1,1,22,1658,tw62683074,,tw95198982,,,,,,
round_pairing,Round 1,1,22,487,tw95198982,,tw62683074,,,,,,
round_pairing,Round 1,1,23,1808,Tw54760232,,tw76258268,,,,,,
round_pairing,Round 1,1,23,391,tw76258268,,Tw54760232,,,,,,
round_pairing,Round 1,1,24,169,tw34660312,,tw09704151,,,,,,
round_pairing,Round 1,1,24,48,tw09704151,,tw34660312,,,,,,
round_pairing,Round 1,1,25,1167,TW56619873,,tw55000893,,,,,,
round_pairing,Round 1,1,25,284,tw55000893,,TW56619873,,,,,,
round_pairing,Round 1,2,26,208,tw42036268,,tw64041902,,,,,,
round_pairing,Round 1,2,26,331,tw64041902,,tw42036268,,,,,,
round_pairing,Round 1,2,27,160,tw32575817,,tw40616018,,,,,,
round_pairing,Round 1,2,27,201,tw40616018,,tw32575817,,,,,,
round_pairing,Round 1,2,28,1144,tw84105600,,Tw64375765,,,,,,
round_pairing,Round 1,2,28,1926,Tw64375765,,tw84105600,,,,,,
round_pairing,Round 1,2,29,261,tw50956493,,tw93405316,,,,,,
round_pairing,Round 1,2,29,473,tw93405316,,tw50956493,,,,,,
round_pairing,Round 1,2,30,1752,Tw84991038,,tw49826410,,,,,,
round_pairing,Round 1,2,30,252,tw49826410,,Tw84991038,,,,,,
round_pairing,Round 1,2,31,1755,tw29023076,,tw90806836,,,,,,
round_pairing,Round 1,2,31,460,tw90806836,,tw29023076,,,,,,
round_pairing,Round 1,2,32,1002,tw90147793,,tw70529064,,,,,,
round_pairing,Round 1,2,32,367,tw70529064,,tw90147793,,,,,,
round_pairing,Round 1,2,33,1,tw00162182,,tw45498080,,,,,,
round_pairing,Round 1,2,33,222,tw45498080,,tw00162182,,,,,,
round_pairing,Round 1,2,34,1630,tw59488563,,tw95382727,,,,,,
round_pairing,Round 1,2,34,490,tw95382727,,tw59488563,,,,,,
round_pairing,Round 1,2,35,305,tw59037293,,tw00531440,,,,,,
round_pairing,Round 1,2,35,4,tw00531440,,tw59037293,,,,,,
round_pairing,Round 1,2,36,468,tw92544749,,tw10449295,,,,,,
round_pairing,Round 1,2,36,49,tw10449295,,tw92544749,,,,,,
round_pairing,Round 1,2,37,1977,tw35716523,,tw76994845,,,,,,
round_pairing,Round 1,2,37,394,tw76994845,,tw35716523,,,,,,
round_pairing,Round 1,2,38,147,tw29121960,,tw03147587,,,,,,
round_pairing,Round 1,2,38,20,tw03147587,,tw29121960,,,,,,
round_pairing,Round 1,2,39,335,tw64598660,,tw08003842,,,,,,
round_pairing,Round 1,2,39,40,tw08003842,,tw64598660,,,,,,
round_pairing,Round 1,2,40,1650,tw09261132,,tw01150243,,,,,,
round_pairing,Round 1,2,40,9,tw01150243,,tw09261132,,,,,,
round_pairing,Round 1,2,41,12,tw02054385,,tw17248165,,,,,,
round_pairing,Round 1,2,41,88,tw17248165,,tw02054385,,,,,,
round_pairing,Round 1,2,42,154,tw31328731,,tw36138720,,,,,,
round_pairing,Round 1,2,42,181,tw36138720,,tw31328731,,,,,,
round_pairing,Round 1,2,43,111,tw22873247,,tw73485003,,,,,,
round_pairing,Round 1,2,43,377,tw73485003,,tw22873247,,,,,,
round_pairing,Round 1,2,44,427,tw82419568,,tw83663725,,,,,,
round_pairing,Round 1,2,44,432,tw83663725,,tw82419568,,,,,,
round_pairing,Round 1,2,45,167,tw34101256,,tw03226408,,,,,,
round_pairing,Round 1,2,45,22,tw03226408,,tw34101256,,,,,,
round_pairing,Round 1,2,46,1714,tw05433925,,tw50702174,,,,,,
round_pairing,Round 1,2,46,259,tw50702174,,tw05433925,,,,,,
round_pairing,Round 1,2,47,1062,tw05197795,,tw77464471,,,,,,
round_pairing,Round 1,2,47,397,tw77464471,,tw05197795,,,,,,
round_pairing,Round 1,2,48,176,tw35707148,,tw75774280,,,,,,
round_pairing,Round 1,2,48,1899,tw75774280,,tw35707148,,,,,,
round_pairing,Round 1,2,49,1204,tw49159270,,Tw47230122,,,,,,
round_pairing,Round 1,2,49,1231,Tw47230122,,tw49159270,,,,,,
round_pairing,Round 1,2,50,455,tw89644458,,tw94748975,,,,,,
round_pairing,Round 1,2,50,485,tw94748975,,tw89644458,,,,,,
round_pairing,Round 1,3,51,1175,tw78144908,,tw79672710,,,,,,
round_pairing,Round 1,3,51,412,tw79672710,,tw78144908,,,,,,
round_pairing,Round 1,3,52,112,tw23205294,,tw08321351,,,,,,
round_pairing,Round 1,3,52,42,tw08321351,,tw23205294,,,,,,
round_pairing,Round 1,3,53,1214,tw92905671,,tw27534326,,,,,,
round_pairing,Round 1,3,53,137,tw27534326,,tw92905671,,,,,,
round_pairing,Round 1,3,54,279,tw54347311,,tw70045837,,,,,,
round_pairing,Round 1,3,54,365,tw70045837,,tw54347311,,,,,,
round_pairing,Round 1,3,55,445,tw87500073,,tw97931731,,,,,,
round_pairing,Round 1,3,55,503,tw97931731,,tw87500073,,,,,,
round_pairing,Round 1,3,56,108,tw22232191,,tw36942940,,,,,,
round_pairing,Round 1,3,56,188,tw36942940,,tw22232191,,,,,,
round_pairing,Round 1,3,57,203,tw40870196,,tw01124210,,,,,,
round_pairing,Round 1,3,57,7,tw01124210,,tw40870196,,,,,,
round_pairing,Round 1,3,58,17,tw02559687,,tw58859352,,,,,,
round_pairing,Round 1,3,58,1877,tw58859352,,tw02559687,,,,,,
round_pairing,Round 1,3,59,226,tw45806310,,tw58532021,,,,,,
round_pairing,Round 1,3,59,298,tw58532021,,tw45806310,,,,,,
round_pairing,Round 1,3,60,1093,TW84834842,,tw92466220,,,,,,
round_pairing,Round 1,3,60,467,tw92466220,,TW84834842,,,,,,
round_pairing,Round 1,3,61,1246,tw35296983,,Tw05925639,,,,,,
round_pairing,Round 1,3,61,1301,Tw05925639,,tw35296983,,,,,,
round_pairing,Round 1,3,62,148,tw29404493,,tw67199394,,,,,,
round_pairing,Round 1,3,62,348,tw67199394,,tw29404493,,,,,,
round_pairing,Round 1,3,63,125,tw25571112,,tw02401983,,,,,,
round_pairing,Round 1,3,63,15,tw02401983,,tw25571112,,,,,,
round_pairing,Round 1,3,64,117,tw24261570,,tw60227953,,,,,,
round_pairing,Round 1,3,64,310,tw60227953,,tw24261570,,,,,,
round_pairing,Round 1,3,65,322,tw61785235,,tw94687968,,,,,,
round_pairing,Round 1,3,65,484,tw94687968,,tw61785235,,,,,,
round_pairing,Round 1,3,66,456,tw89921613,,tw96921737,,,,,,
round_pairing,Round 1,3,66,498,tw96921737,,tw89921613,,,,,,
round_pairing,Round 1,3,67,1122,Tw32950344,,tw93786012,,,,,,
round_pairing,Round 1,3,67,476,tw93786012,,Tw32950344,,,,,,
round_pairing,Round 1,3,68,104,tw21420926,,Tw50680843,,,,,,
round_pairing,Round 1,3,68,1130,Tw50680843,,tw21420926,,,,,,
round_pairing,Round 1,3,69,1673,Tw03459753,,tw91072286,,,,,,
round_pairing,Round 1,3,69,462,tw91072286,,Tw03459753,,,,,,
round_pairing,Round 1,3,70,1206,tw04057117,,tw66591069,,,,,,
round_pairing,Round 1,3,70,344,tw66591069,,tw04057117,,,,,,
round_pairing,Round 1,3,71,502,tw97885633,,tw12008699,,,,,,
round_pairing,Round 1,3,71,56,tw12008699,,tw97885633,,,,,,
round_pairing,Round 1,3,72,1624,TW60273793,,tw42619935,,,,,,
round_pairing,Round 1,3,72,211,tw42619935,,TW60273793,,,,,,
round_pairing,Round 1,3,73,1236,tw61418165,,tw93020902,,,,,,
round_pairing,Round 1,3,73,471,tw93020902,,tw61418165,,,,,,
round_pairing,Round 1,3,74,380,tw74865748,,tw79957434,,,,,,
round_pairing,Round 1,3,74,416,tw79957434,,tw74865748,,,,,,
round_pairing,Round 1,3,75,128,tw25764930,,tw57984326,,,,,,
round_pairing,Round 1,3,75,1747,tw57984326,,tw25764930,,,,,,
round_pairing,Round 1,4,76,202,tw40852343,,tw07105477,,,,,,
round_pairing,Round 1,4,76,37,tw07105477,,tw40852343,,,,,,
round_pairing,Round 1,4,77,1821,tw63062500,,tw92940301,,,,,,
round_pairing,Round 1,4,77,470,tw92940301,,tw63062500,,,,,,
round_pairing,Round 1,4,78,1345,TW37173355,,tw32312046,,,,,,
round_pairing,Round 1,4,78,159,tw32312046,,TW37173355,,,,,,
round_pairing,Round 1,4,79,28,tw04564553,,tw16965198,,,,,,
round_pairing,Round 1,4,79,86,tw16965198,,tw04564553,,,,,,
round_pairing,Round 1,4,80,135,tw26870425,,tw56733246,,,,,,
round_pairing,Round 1,4,80,291,tw56733246,,tw26870425,,,,,,
round_pairing,Round 1,4,81,1384,tw20362825,,tw77699656,,,,,,
round_pairing,Round 1,4,81,398,tw77699656,,tw20362825,,,,,,
round_pairing,Round 1,4,82,1331,tw06080149,,tw46645690,,,,,,
round_pairing,Round 1,4,82,233,tw46645690,,tw06080149,,,,,,
round_pairing,Round 1,4,83,1509,tw04969115,,tw79100139,,,,,,
round_pairing,Round 1,4,83,409,tw79100139,,tw04969115,,,,,,
round_pairing,Round 1,4,84,326,tw63008541,,tw72776789,,,,,,
round_pairing,Round 1,4,84,372,tw72776789,,tw63008541,,,,,,
round_pairing,Round 1,4,85,130,tw26080590,,tw78065719,,,,,,
round_pairing,Round 1,4,85,400,tw78065719,,tw26080590,,,,,,
round_pairing,Round 1,4,86,14,tw02367054,,tw60920600,,,,,,
round_pairing,Round 1,4,86,1523,tw60920600,,tw02367054,,,,,,
round_pairing,Round 1,4,87,30,tw04870134,,tw93955100,,,,,,
round_pairing,Round 1,4,87,479,tw93955100,,tw04870134,,,,,,
round_pairing,Round 1,4,88,172,tw35300463,,tw35603412,,,,,,
round_pairing,Round 1,4,88,173,tw35603412,,tw35300463,,,,,,
round_pairing,Round 1,4,89,161,tw32620229,,tw14788730,,,,,,
round_pairing,Round 1,4,89,71,tw14788730,,tw32620229,,,,,,
round_pairing,Round 1,4,90,146,tw28750216,,tw46483831,,,,,,
round_pairing,Round 1,4,90,231,tw46483831,,tw28750216,,,,,,
round_pairing,Round 1,4,91,58,tw12494287,,tw14651059,,,,,,
round_pairing,Round 1,4,91,70,tw14651059,,tw12494287,,,,,,
round_pairing,Round 1,4,92,21,tw03183737,,tw45324854,,,,,,
round_pairing,Round 1,4,92,220,tw45324854,,tw03183737,,,,,,
round_pairing,Round 1,4,93,357,tw68492472,,tw94518932,,,,,,
round_pairing,Round 1,4,93,483,tw94518932,,tw68492472,,,,,,
round_pairing,Round 1,4,94,417,tw79984877,,tw19522331,,,,,,
round_pairing,Round 1,4,94,98,tw19522331,,tw79984877,,,,,,
round_pairing,Round 1,4,95,272,tw52806758,,tw88521370,,,,,,
round_pairing,Round 1,4,95,450,tw88521370,,tw52806758,,,,,,
round_pairing,Round 1,4,96,1189,tw32066010,,tw61053938,,,,,,
round_pairing,Round 1,4,96,315,tw61053938,,tw32066010,,,,,,
round_pairing,Round 1,4,97,1651,Tw35717087,,tw68763677,,,,,,
round_pairing,Round 1,4,97,358,tw68763677,,Tw35717087,,,,,,
round_pairing,Round 1,4,98,274,tw53028908,,tw72630270,,,,,,
round_pairing,Round 1,4,98,370,tw72630270,,tw53028908,,,,,,
round_pairing,Round 1,4,99,1477,tw55332465,,tw38574290,,,,,,
round_pairing,Round 1,4,99,194,tw38574290,,tw55332465,,,,,,
round_pairing,Round 1,4,100,1989,tw27419844,,tw90640850,,,,,,
round_pairing,Round 1,4,100,459,tw90640850,,tw27419844,,,,,,
round_pairing,Round 1,5,101,35,tw06441088,,tw18621192,,,,,,
round_pairing,Round 1,5,101,95,tw18621192,,tw06441088,,,,,,
round_pairing,Round 1,5,102,2,tw00181149,,tw04342464,,,,,,
round_pairing,Round 1,5,102,25,tw04342464,,tw00181149,,,,,,
round_pairing,Round 1,5,103,345,tw66712435,,tw95668915,,,,,,
round_pairing,Round 1,5,103,491,tw95668915,,tw66712435,,,,,,
round_pairing,Round 1,5,104,1212,tw79350785,,tw36747145,,,,,,
round_pairing,Round 1,5,104,184,tw36747145,,tw79350785,,,,,,
round_pairing,Round 1,5,105,11,tw01909140,,tw00387540,,,,,,
round_pairing,Round 1,5,105,3,tw00387540,,tw01909140,,,,,,
round_pairing,Round 1,5,106,1927,tw26859059,,tw89343025,,,,,,
round_pairing,Round 1,5,106,454,tw89343025,,tw26859059,,,,,,
round_pairing,Round 1,5,107,1570,tw99926791,,tw08814300,,,,,,
round_pairing,Round 1,5,107,1797,tw08814300,,tw99926791,,,,,,
round_pairing,Round 1,5,108,103,tw21246264,,tw61778918,,,,,,
round_pairing,Round 1,5,108,1972,tw61778918,,tw21246264,,,,,,
round_pairing,Round 1,5,109,1792,tw80863041,,tw44127879,,,,,,
round_pairing,Round 1,5,109,217,tw44127879,,tw80863041,,,,,,
